textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Cleaned_Review,Sentiment
8739e2666f, lol yeah ima mama  thanks. happy mama`s day and lakers day! i love it!,positive,night,70-100,Russia,145934462.0,16376870.0,9.0, lol yeah ima mama  thanks happy mamas day and lakers day i love it,Positive
e9a77e014a,done--it`s summer!!!,neutral,morning,0-20,Rwanda,12952218.0,24670.0,525.0,doneits summer,Neutral
7920a12924, i was just at geno`s 3hrs ago.  would have went to pats but the neon lights got me lol.  had drinks at south philly bar too,neutral,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0, i was just at genos hrs ago  would have went to pats but the neon lights got me lol  had drinks at south philly bar too,Positive
8c091fb754,http://yfrog.com/0xoxij fry bread is good but they only gave me a little pinch of lettuce  ha ha,positive,night,31-45,Saint Lucia,183627.0,610.0,301.0, fry bread is good but they only gave me a little pinch of lettuce  ha ha,Positive
d3e52b51b7, its wow! effect  thanks for the update.,positive,morning,46-60,Saint Vincent and the Grenadines,110940.0,390.0,284.0, its wow effect  thanks for the update,Positive
4addb8e422,"got up at 8 today, and also misses his friend ",negative,noon,60-70,Samoa,198414.0,2830.0,70.0,got up at  today and also misses his friend ,Neutral
f18b102ad6,catching up on my reading... twitter n bf break,neutral,night,70-100,San Marino,33931.0,60.0,566.0,catching up on my reading twitter n bf break,Positive
7720aca199," no, that`s not right - i remember now.  you were in a fearless tweet - we were both seen as fearless.",neutral,morning,0-20,Sao Tome and Principe,219159.0,960.0,228.0, no thats not right  i remember now  you were in a fearless tweet  we were both seen as fearless,Negative
6115285ce8,  my thoughts dwell on a certain person,neutral,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0,  my thoughts dwell on a certain person,Positive
a7af432585,transition time is over; tonight i work night shift. i woke up at 1330.,neutral,night,31-45,Senegal,16743927.0,192530.0,87.0,transition time is over tonight i work night shift i woke up at ,Neutral
28db608c0d,gonna go to work with my honey today!!!! so exciting!!!,positive,morning,46-60,Serbia,8737371.0,87460.0,100.0,gonna go to work with my honey today so exciting,Positive
7e45ea194d,_ aww thats too bad you lost it though,negative,noon,60-70,Seychelles,98347.0,460.0,214.0, aww thats too bad you lost it though,Negative
4760319f17, this my new more private acc. will only use it for close twitter friends,neutral,night,70-100,Sierra Leone,7976983.0,72180.0,111.0, this my new more private acc will only use it for close twitter friends,Positive
f3de150883,i hate going online and looking at the balance in the bank.  its always a lot lower than i need it to be.,negative,morning,0-20,Singapore,5850342.0,700.0,8358.0,i hate going online and looking at the balance in the bank  its always a lot lower than i need it to be,Negative
7e82aab535," actually, the web works fine. tweetdeck seems to be the culprit  sadness! it`s done this at two diff. locations",neutral,noon,21-30,Slovakia,5459642.0,48088.0,114.0, actually the web works fine tweetdeck seems to be the culprit  sadness its done this at two diff locations,Positive
bcc50747b1,_x how did your geo isu go? i swear i just had the worse day ever..,negative,night,31-45,Slovenia,2078938.0,20140.0,103.0,x how did your geo isu go i swear i just had the worse day ever,Negative
357483f649,"and you could have it all, my empire of dirt! i`m in a&e with dad i`m freezing fully shivering every1 else is warm  no fones allowed ffs!",negative,morning,46-60,Solomon Islands,686884.0,28000.0,25.0,and you could have it all my empire of dirt im in ae with dad im freezing fully shivering every else is warm  no fones allowed ffs,Positive
261a5bbd14, tell me what you think of pride prejudice and zombies . . . if you`re not all hyped up on sugar,neutral,noon,60-70,Somalia,15893222.0,627340.0,25.0, tell me what you think of pride prejudice and zombies    if youre not all hyped up on sugar,Neutral
b03e2a23e5,"_tdh can you install ruby, gems and rails on keep? please?",neutral,night,70-100,South Africa,59308690.0,1213090.0,49.0,tdh can you install ruby gems and rails on keep please,Neutral
ad37dcf4ff,out for ultimate training. looking forward to the sunset!,positive,morning,0-20,South Korea,51269185.0,97230.0,527.0,out for ultimate training looking forward to the sunset,Neutral
5cd1ac2c57,going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo,positive,noon,21-30,South Sudan,11193725.0,610952.0,18.0,going to work once again what a great few days off i had now its over  but atleast i get  more commin up wahooooooo,Positive
7f0a146e26, good to see you back. sorry that happened to you,neutral,night,31-45,Spain,46754778.0,498800.0,94.0, good to see you back sorry that happened to you,Positive
3626f85ac4,my 1st mothers day tomorrow,neutral,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0,my st mothers day tomorrow,Neutral
cbd04fb4eb,"'you said 'darling what happened? did i fall asleep, and you carry me home? cuz i know i wasn`t here'' goodnight twitterererers",positive,noon,60-70,Sudan,43849260.0,1765048.0,25.0,you said darling what happened did i fall asleep and you carry me home cuz i know i wasnt here goodnight twitterererers,Neutral
b8f7efe383," i just about clear my whole office and no sign of it  next place is truck, i have yet to fully clean under back seat lol!",neutral,night,70-100,Suriname,586632.0,156000.0,4.0, i just about clear my whole office and no sign of it  next place is truck i have yet to fully clean under back seat lol,Positive
d2ca4e1d3c, it`s not gonna storm!  because i said so!,neutral,morning,0-20,Sweden,10099265.0,410340.0,25.0, its not gonna storm  because i said so,Neutral
8eedc5a2ed, i broke my ipod,negative,noon,21-30,Switzerland,8654622.0,39500.0,219.0, i broke my ipod,Neutral
3b5aecf8d6,_banks 'something must be wrong. only found 17 july harl/sil books i wanted,negative,night,31-45,Syria,17500658.0,183630.0,95.0,banks something must be wrong only found  july harlsil books i wanted,Negative
a154540c08, haha and you should! state pride is important,positive,morning,46-60,Tajikistan,9537645.0,139960.0,68.0, haha and you should state pride is important,Positive
48801ef73a," ugh, did you just say your friend might have swine flu? omg, why?",negative,noon,60-70,Tanzania,59734218.0,885800.0,67.0, ugh did you just say your friend might have swine flu omg why,Neutral
91412dffcb," haha no problem, it`s fun isn`****",positive,night,70-100,Thailand,69799978.0,510890.0,137.0, haha no problem its fun isn,Positive
68a9b81741,"finally got to wash my hair! i feel much better now, but i gotta dry it ... effffffort.",positive,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0,finally got to wash my hair i feel much better now but i gotta dry it  effffffort,Positive
458f7b2493,finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,positive,noon,21-30,Togo,8278724.0,54390.0,152.0,finally feel back into swing of things here at work after getting married last week sigh of relief for no more wedding planning,Neutral
cf05148ed6, that sucks  booo.,negative,night,31-45,Tonga,105695.0,720.0,147.0, that sucks  booo,Negative
c963a42282,hates untalented **** being mean to my talented friends,neutral,morning,46-60,Trinidad and Tobago,1399488.0,5130.0,273.0,hates untalented  being mean to my talented friends,Positive
3d17d4b72c,looks like we`re rained out for weekend climbing,negative,noon,60-70,Tunisia,11818619.0,155360.0,76.0,looks like were rained out for weekend climbing,Neutral
eb79aabf05,is google maps not working for anyone else?,neutral,night,70-100,Turkey,84339067.0,770000.0,110.0,is google maps not working for anyone else,Neutral
21d05898d3, oh ****!!,negative,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0, oh ,Neutral
e76b1c30bb, i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours,negative,noon,21-30,Tuvalu,11792.0,30.0,393.0, i dont really trust the judgements and vouches of xo   jk ill think about becoming a friend of yours,Positive
2c5f261ff3, jesus heals,positive,night,31-45,Uganda,45741007.0,199810.0,229.0, jesus heals,Neutral
d3935b8571, it`s surprising how much billy idol turns up in tweets. i monitor constantly - not that i`m obsessed or anything!  #billyidol,neutral,morning,46-60,Ukraine,43733762.0,579320.0,75.0, its surprising how much billy idol turns up in tweets i monitor constantly  not that im obsessed or anything  billyidol,Positive
2a35e976ea, werd. that`s very true,neutral,noon,60-70,United Arab Emirates,9890402.0,83600.0,118.0, werd thats very true,Positive
3d128b58d0, your birthday? well happy birthday,positive,night,70-100,United Kingdom,67886011.0,241930.0,281.0, your birthday well happy birthday,Positive
67348350a4,without wings again,neutral,morning,0-20,United States of America,331002651.0,9147420.0,36.0,without wings again,Neutral
93b5d1bbea, did you tweet me? i thought i remembered seeing one but i cant see it now! so glad teatree is ok!,positive,noon,21-30,Uruguay,3473730.0,175020.0,20.0, did you tweet me i thought i remembered seeing one but i cant see it now so glad teatree is ok,Positive
ed6bd3958e,night twitterland x i have to be up in five hours  sigh,neutral,night,31-45,Uzbekistan,33469203.0,425400.0,79.0,night twitterland x i have to be up in five hours  sigh,Neutral
45e3f93e9b, happy birthday in 2 hours and 54 minuets  haha,positive,morning,46-60,Vanuatu,307145.0,12200.0,25.0, happy birthday in  hours and  minuets  haha,Positive
51051cb758,"lunch break`s over, going back to work....",neutral,noon,60-70,Venezuela,28435940.0,882050.0,32.0,lunch breaks over going back to work,Neutral
b84ea78203,glad to see it`s a typical bank holiday weather wise - i was going to do so much today - yeah right!,positive,night,70-100,Vietnam,97338579.0,310070.0,314.0,glad to see its a typical bank holiday weather wise  i was going to do so much today  yeah right,Positive
441dcaef31, hayley williams is pretty much amazzing,positive,morning,0-20,Yemen,29825964.0,527970.0,56.0, hayley williams is pretty much amazzing,Positive
b4e721aa1e, the app said i need 12.1.5 or later,neutral,noon,21-30,Zambia,18383955.0,743390.0,25.0, the app said i need  or later,Neutral
a92e8ab2a1, --nothing,neutral,night,31-45,Zimbabwe,14862924.0,386850.0,38.0, nothing,Neutral
31d77e5ff5,is in php website upgrade hell on a bank holiday. how`s that for planning!,neutral,morning,46-60,Afghanistan,38928346.0,652860.0,60.0,is in php website upgrade hell on a bank holiday hows that for planning,Neutral
e887fbdfd5, not really having a good night... missing my little girl...,negative,noon,60-70,Albania,2877797.0,27400.0,105.0, not really having a good night missing my little girl,Positive
78094a1191,  miss you captain,negative,night,70-100,Algeria,43851044.0,2381740.0,18.0,  miss you captain,Neutral
a447f480ec,im sending this to my mother!  http://bit.ly/1aa1rf,neutral,morning,0-20,Andorra,77265.0,470.0,164.0,im sending this to my mother  ,Neutral
e2fdad0321," oi, are you mocking the fact i dont cry at tv things?!  *feels bad*xxx",negative,noon,21-30,Angola,32866272.0,1246700.0,26.0, oi are you mocking the fact i dont cry at tv things  feels badxxx,Neutral
67cafda653, i am public and can`t get anyone to follow me,neutral,night,31-45,Antigua and Barbuda,97929.0,440.0,223.0, i am public and cant get anyone to follow me,Neutral
356bdefc64," until  brings back our everyone button, access pt @ http://twitter.com/public_timeline or link in bottom of settings.",neutral,morning,46-60,Argentina,45195774.0,2736690.0,17.0, until  brings back our everyone button access pt   or link in bottom of settings,Neutral
d6ce1fc670, boring? who you been talking to? lol not me  ( no ****),neutral,noon,60-70,Armenia,2963243.0,28470.0,104.0, boring who you been talking to lol not me   no ,Negative
d613b00386,"  i know, right? i guess the oldest doesn`t hold rank on field trips anymore.",neutral,night,70-100,Australia,25499884.0,7682300.0,3.0,  i know right i guess the oldest doesnt hold rank on field trips anymore,Negative
507a584ae5,"just signed up..so, hello twitter world, here i am",neutral,morning,0-20,Austria,9006398.0,82400.0,109.0,just signed upso hello twitter world here i am,Neutral
2418966865, i won`t be getting any rotf toys `till much later.  tell me if anybody isn`t/is worth getting.,neutral,noon,21-30,Azerbaijan,10139177.0,82658.0,123.0, i wont be getting any rotf toys till much later  tell me if anybody isntis worth getting,Positive
6247a1db0b, heading over to xbox  will go shopping 2morrow,neutral,night,31-45,Bahamas,393244.0,10010.0,39.0, heading over to xbox  will go shopping morrow,Neutral
e48cf1bff4, i saw that you were calling but cannot answer as i`m in the second hour of a phone convo with my mom and she won`t stop talking,neutral,morning,46-60,Bahrain,1701575.0,760.0,2239.0, i saw that you were calling but cannot answer as im in the second hour of a phone convo with my mom and she wont stop talking,Neutral
6e693017f6,is excited!  http://plurk.com/p/stk04,positive,noon,60-70,Bangladesh,164689383.0,130170.0,1265.0,is excited  ,Positive
2c60e1c7a2, hmmm really??? that`s weird idk about that one  sowwy,negative,night,70-100,Barbados,287375.0,430.0,668.0, hmmm really thats weird idk about that one  sowwy,Negative
b770afa9e6, oh that looks boring  and even more boring you have an exam on a saturday,negative,morning,0-20,Belarus,9449323.0,202910.0,47.0, oh that looks boring  and even more boring you have an exam on a saturday,Negative
fe7c9215ae,practice was a beast today. not going to see julian tonight,neutral,noon,21-30,Belgium,11589623.0,30280.0,383.0,practice was a beast today not going to see julian tonight,Neutral
472c3e2c41,"getting somewhere with my first 'real' kiokudb and catalyst app, yay",neutral,night,31-45,Belize,397628.0,22810.0,17.0,getting somewhere with my first real kiokudb and catalyst app yay,Positive
0d7697aa10, thanks though - am trying to be positive!!  wine may not be helping lol!!  wish i could make the gigs.....,positive,morning,46-60,Benin,12123200.0,112760.0,108.0, thanks though  am trying to be positive  wine may not be helping lol  wish i could make the gigs,Positive
fe09df7e91, i think my niece got me sickee  lame.,negative,noon,60-70,Bhutan,771608.0,38100.0,20.0, i think my niece got me sickee  lame,Negative
33eb5a33be,rise and shine  time to get prettifide.,positive,night,70-100,Bolivia,11673021.0,1083300.0,11.0,rise and shine  time to get prettifide,Neutral
bab53b4152," i tried sooooo hard to work from home today, but failed  not my fault though.",negative,morning,0-20,Bosnia and Herzegovina,3280819.0,51000.0,64.0, i tried sooooo hard to work from home today but failed  not my fault though,Negative
f877442216, gosh i`ve a stinky old headache. maybe i should have lunchfast,negative,noon,21-30,Botswana,2351627.0,566730.0,4.0, gosh ive a stinky old headache maybe i should have lunchfast,Positive
311740836a,glenna is bored but glad that it is a beautiful day. macy went swimming and kris played golf while i sat at home waiting for them,neutral,night,31-45,Brazil,212559417.0,8358140.0,25.0,glenna is bored but glad that it is a beautiful day macy went swimming and kris played golf while i sat at home waiting for them,Positive
80aff8d880,bout 2 have 1 more drink then imma head in da house,neutral,morning,46-60,Brunei,437479.0,5270.0,83.0,bout  have  more drink then imma head in da house,Positive
fe89e929f4,"i get so sucked in to true life, and that steve-o documentary was intense, i love that ****, it`s nice to see people get their lives back",neutral,noon,60-70,Bulgaria,6948445.0,108560.0,64.0,i get so sucked in to true life and that steveo documentary was intense i love that  its nice to see people get their lives back,Positive
0f4be91a14,i love my life  ni night twitter!<3,positive,night,70-100,Burkina Faso,20903273.0,273600.0,76.0,i love my life  ni night twitter,Positive
5225c062f9, we knew what what you meant!,neutral,morning,0-20,Burundi,11890784.0,25680.0,463.0, we knew what what you meant,Neutral
bd499c0bf7,succesfully following tayla!!,positive,noon,21-30,Côte d'Ivoire,26378274.0,318000.0,83.0,succesfully following tayla,Neutral
483bb46b97,my new phrase is `you never doubt mo williams`   six game win streak!,neutral,night,31-45,Cabo Verde,555987.0,4030.0,138.0,my new phrase is you never doubt mo williams   six game win streak,Positive
dacb6d78af, have fun tomorrow night. i think it will be more fun at a bar than art gallery. wish i could be there,positive,morning,46-60,Cambodia,16718965.0,176520.0,95.0, have fun tomorrow night i think it will be more fun at a bar than art gallery wish i could be there,Positive
98b6544758, 4th... please not! maybe she`ll get 3 attempts and win tomorrow!!,neutral,noon,60-70,Cameroon,26545863.0,472710.0,56.0, th please not maybe shell get  attempts and win tomorrow,Positive
275fa7a3f8,trying to learn to tweet!!  it`s all good i hope..,positive,night,70-100,Canada,37742154.0,9093510.0,4.0,trying to learn to tweet  its all good i hope,Positive
346ce6428b,"bleargh. i can never clean as much of my house as i want to before work, no matter how early i wake up. today: sink, laundry.",negative,morning,0-20,Central African Republic,4829767.0,622980.0,8.0,bleargh i can never clean as much of my house as i want to before work no matter how early i wake up today sink laundry,Positive
086bee572e,"great, social network sites are still growing",positive,noon,21-30,Chad,16425864.0,1259200.0,13.0,great social network sites are still growing,Positive
22df86426d, if i got paid by the hour i could retire by now  do you have xbox live? i am thinking rock band,neutral,night,31-45,Chile,19116201.0,743532.0,26.0, if i got paid by the hour i could retire by now  do you have xbox live i am thinking rock band,Positive
63dcc7d29f,"i should learn not to walk all day, and then sprint through sprinklers without stretching.",neutral,morning,46-60,China,1439323776.0,9388211.0,153.0,i should learn not to walk all day and then sprint through sprinklers without stretching,Neutral
f7ac9e16e5, so...i was half asleep when i wrote the previous message. greatest friends !!haha  you are!!,positive,noon,60-70,Colombia,50882891.0,1109500.0,46.0, soi was half asleep when i wrote the previous message greatest friends haha  you are,Positive
59159f2163, i`m still trying to see star trek! i`ll just have to woman up and go alone. bf is pretty much worthless anyway  lol,neutral,night,70-100,Comoros,869601.0,1861.0,467.0, im still trying to see star trek ill just have to woman up and go alone bf is pretty much worthless anyway  lol,Negative
c7fc03de4d,"  laws change in the 70s or 80s.   i could really push it bcause gran from bathgate, but she was us citizen b4 dad born.",neutral,morning,0-20,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0,  laws change in the s or s   i could really push it bcause gran from bathgate but she was us citizen b dad born,Positive
002bb8f1b3,some of my new followers are pretty cool tweeps; check `em out.,positive,noon,21-30,Costa Rica,5094118.0,51060.0,100.0,some of my new followers are pretty cool tweeps check em out,Positive
d112d2e5bf,"no work today! went shopping, and now relaxing  &learning for the toefl",positive,night,31-45,Croatia,4105267.0,55960.0,73.0,no work today went shopping and now relaxing  learning for the toefl,Neutral
c762607c42,is off to watch arsenal v chelsea today,neutral,morning,46-60,Cuba,11326616.0,106440.0,106.0,is off to watch arsenal v chelsea today,Neutral
09b5db7af0,he`s getting ear tubes in about an hour so no food,neutral,noon,60-70,Cyprus,1207359.0,9240.0,131.0,hes getting ear tubes in about an hour so no food,Neutral
aa51082711, yay asap lol awwh i miss our friday night happy hours even luna del sea and the 'boy' hahahaha,negative,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0, yay asap lol awwh i miss our friday night happy hours even luna del sea and the boy hahahaha,Positive
d4b544abff,left the bases loaded...,neutral,morning,0-20,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,left the bases loaded,Neutral
ea1e41d586, cowboy westerns...haven`t seen those in a while. good luck,positive,noon,21-30,Denmark,5792202.0,42430.0,137.0, cowboy westernshavent seen those in a while good luck,Positive
ba28fe48b2, it`s already over? ****!,negative,night,31-45,Djibouti,988000.0,23180.0,43.0, its already over ,Neutral
39e9f0e449, i was trying to back all her documents up but it wasn`t playing along. its taking forever but am back at it again now,neutral,morning,46-60,Dominica,71986.0,750.0,96.0, i was trying to back all her documents up but it wasnt playing along its taking forever but am back at it again now,Neutral
209de29f24,doing some test shooting later this afternoon.  did i mention being in holland for an indie wine festival this week? my tongue is red.,neutral,noon,60-70,Dominican Republic,10847910.0,48300.0,225.0,doing some test shooting later this afternoon  did i mention being in holland for an indie wine festival this week my tongue is red,Neutral
52aad0e22e,my dad knows i got drunk today. and i didnt get in trouble.,positive,night,70-100,Ecuador,17643054.0,248360.0,71.0,my dad knows i got drunk today and i didnt get in trouble,Negative
21ab400cb3," so i`ll excuse your love for the cavs and the west, even though i don`t share it!",neutral,morning,0-20,Egypt,102334404.0,995450.0,103.0, so ill excuse your love for the cavs and the west even though i dont share it,Negative
e93220b868," lol - i could try!  seriously tho, dont do all of it! that sucks! ****",negative,noon,21-30,El Salvador,6486205.0,20720.0,313.0, lol  i could try  seriously tho dont do all of it that sucks ,Positive
57ea442d4d, **** i wanna see the rest!! i only saw like 30 minutes,negative,night,31-45,Equatorial Guinea,1402985.0,28050.0,50.0,  i wanna see the rest i only saw like  minutes,Neutral
88a120f336,happy mothers day mom!!!  i love you.,positive,morning,46-60,Eritrea,3546421.0,101000.0,35.0,happy mothers day mom  i love you,Positive
52fc580b72,"burning cd`s,,,,,,,,, **** outa blank disc`s",positive,noon,60-70,Estonia,1326535.0,42390.0,31.0,burning cds  outa blank discs,Neutral
3dc1ed5f06," new album is truly genius, so happy with it",positive,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0, new album is truly genius so happy with it,Positive
fe2f3f3359, you`re alive!!!!!!  go w/ the notebook...it`ll make you cry and stuff,negative,morning,0-20,Ethiopia,114963588.0,1000000.0,115.0, youre alive  go w the notebookitll make you cry and stuff,Positive
e170fafd8c, okaii cool!  i can`t wait for the series to begin it`s guna be awesome  x,positive,noon,21-30,Fiji,896445.0,18270.0,49.0, okaii cool  i cant wait for the series to begin its guna be awesome  x,Positive
b38df0845d,crying to a walk to remember as usual,negative,night,31-45,Finland,5540720.0,304000.0,18.0,crying to a walk to remember as usual,Negative
cf1739382c,i only hav 8 followers                 !,neutral,morning,46-60,France,65273511.0,547557.0,119.0,i only hav  followers                 ,Neutral
63e434fbf0,happy star wars day everyone  off to celebrate with the family... ok we`re not celebrating it but i am going round to the famo`s...,positive,noon,60-70,Gabon,2225734.0,257670.0,9.0,happy star wars day everyone  off to celebrate with the family ok were not celebrating it but i am going round to the famos,Positive
43d10bd312,"i also have a certain cd from camp that a certain somebody gave me...  yeah, there`s this guy in the video that`s really frickin hot!",positive,night,70-100,Gambia,2416668.0,10120.0,239.0,i also have a certain cd from camp that a certain somebody gave me  yeah theres this guy in the video thats really frickin hot,Positive
6230b5c435,it`s mother`s day,neutral,morning,0-20,Georgia,3989167.0,69490.0,57.0,its mothers day,Neutral
c6bc7536ef,yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,neutral,noon,21-30,Germany,83783942.0,348560.0,240.0,yay for birthdays  sadly my voice is almost gone  but it was a pretty good night,Positive
c8caef9df3,"we finally hit 1,000 friends! thanks!",positive,night,31-45,Ghana,31072940.0,227540.0,137.0,we finally hit  friends thanks,Positive
213eae85e9, i`m part of a religion called people-with-good-taste-in-music. we don`t celebrate jonas brothers day.,neutral,morning,46-60,Kazakhstan,18776707.0,2699700.0,7.0, im part of a religion called peoplewithgoodtasteinmusic we dont celebrate jonas brothers day,Neutral
dce070190c,i`m at work....bored out of my mind.,negative,noon,60-70,Kenya,53771296.0,569140.0,94.0,im at workbored out of my mind,Neutral
8db4aaef4a,watching the notebook,neutral,night,70-100,Kiribati,119449.0,810.0,147.0,watching the notebook,Neutral
cf95521362, yes because those taxes disguise the booking fees and commissions that online travel portals charge. try ixigo.com next time,neutral,morning,0-20,Kuwait,4270571.0,17820.0,240.0, yes because those taxes disguise the booking fees and commissions that online travel portals charge try ixigocom next time,Neutral
c1dc0dd0f6,"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",neutral,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0,twitters gettin a lil bit confusin twitterifictwitdroidtwitterberry i understant the txt bit tho lol  ah well twitters cool anyways,Positive
951e093497,finally sleep time,neutral,night,31-45,Laos,7275560.0,230800.0,32.0,finally sleep time,Neutral
5a34a7e52c, http://twitpic.com/4l85a - best kind of gum ever! i just bought a pack,positive,morning,46-60,Latvia,1886198.0,62200.0,30.0,   best kind of gum ever i just bought a pack,Positive
59f6677324,the heater blew up,negative,noon,60-70,Lebanon,6825445.0,10230.0,667.0,the heater blew up,Neutral
9b0db4e33e, i tried. and failed,negative,night,70-100,Lesotho,2142249.0,30360.0,71.0, i tried and failed,Negative
c9e8281f8c,"  just finished mine, some parts were remarkably difficult  cramming kanji now!",negative,morning,0-20,Liberia,5057681.0,96320.0,53.0,  just finished mine some parts were remarkably difficult  cramming kanji now,Negative
cac1ba6f5a,why is everyones tweets about britains got talent?! i feel left out,negative,noon,21-30,Libya,6871292.0,1759540.0,4.0,why is everyones tweets about britains got talent i feel left out,Neutral
da8a88b872,yay mothers day  i love mi madre,positive,night,31-45,Liechtenstein,38128.0,160.0,238.0,yay mothers day  i love mi madre,Positive
196e5dec12,they wouldn`t reverse any of my overdraft fees.,negative,morning,46-60,Lithuania,2722289.0,62700.0,43.0,they wouldnt reverse any of my overdraft fees,Neutral
811dc7e401,_n9ne i`m not having a good day,negative,noon,60-70,Luxembourg,625978.0,2590.0,242.0,nne im not having a good day,Positive
a777619b23,i miss the soulja boy dance...,negative,night,70-100,Madagascar,27691018.0,581795.0,48.0,i miss the soulja boy dance,Neutral
8cdaa4f6d8,"i woke up an came to the realization that i can put it off as much as i want, but i need 2 drop some friends. dammit!",negative,morning,0-20,Malawi,19129952.0,94280.0,203.0,i woke up an came to the realization that i can put it off as much as i want but i need  drop some friends dammit,Positive
6aa5004916,11 days left until freedom. i really just want to get through this weekend. i hate essays.,negative,noon,21-30,Malaysia,32365999.0,328550.0,99.0, days left until freedom i really just want to get through this weekend i hate essays,Negative
ff7949688c,  lol you guys are awesome,positive,night,31-45,Maldives,540544.0,300.0,1802.0,  lol you guys are awesome,Positive
309706ed4f,"home, good night world",positive,morning,46-60,Mali,20250833.0,1220190.0,17.0,home good night world,Positive
2.91E+08," http://twitpic.com/4vtlm - awww, she is really cute",positive,noon,60-70,Malta,441543.0,320.0,1380.0,   awww she is really cute,Positive
afa094db6a,got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!,positive,night,70-100,Marshall Islands,59190.0,180.0,329.0,got alot of runnin around to do today to get this job app completed so they can have it on file so glad i got this job,Positive
b694518332,lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one,negative,morning,0-20,Mauritania,4649658.0,1030700.0,5.0,lappy charger is completely dead conserving whats left of the battery until i can afford to buy a new one,Negative
2d76387d6e," well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh",neutral,noon,21-30,Mauritius,1271768.0,2030.0,626.0, well i must say she is very lucky to have you i guess that means no chillin and concert with me huh,Positive
0b3588bf63,happy mother`s day all of the mom`s around the world!  i love mine more than anything in the world and can`t wait to celebrate! woo!,positive,night,31-45,Mexico,128932753.0,1943950.0,66.0,happy mothers day all of the moms around the world  i love mine more than anything in the world and cant wait to celebrate woo,Positive
0d401237c2,i put a real pic of myself up. i`m going to miss the avatar.,negative,morning,46-60,Micronesia,115023.0,700.0,164.0,i put a real pic of myself up im going to miss the avatar,Positive
3922543d77,doing my folio work but keep on getting distracted by deb pics,negative,noon,60-70,Moldova,4033963.0,32850.0,123.0,doing my folio work but keep on getting distracted by deb pics,Neutral
e3082089c9,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,neutral,night,70-100,Monaco,39242.0,1.0,26337.0,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,Positive
564c21df63,i can`t sleep. i can`t find my grandmother`s quilt or locket. i`m sick at myself cause i may have lost them somehow. or they were stolen,negative,morning,0-20,Mongolia,3278290.0,1553560.0,2.0,i cant sleep i cant find my grandmothers quilt or locket im sick at myself cause i may have lost them somehow or they were stolen,Negative
2c8062a094,had to take my bad **** dog to the pet hotel....so sad,negative,noon,21-30,Montenegro,628066.0,13450.0,47.0,had to take my bad  dog to the pet hotelso sad,Negative
515793e794,about to hit the sheets.,neutral,night,31-45,Morocco,36910560.0,446300.0,83.0,about to hit the sheets,Neutral
c435fb9416,"i wish i had my ipod , i need some jonas . i miss their sexy voices  jb forever !",neutral,morning,46-60,Mozambique,31255435.0,786380.0,40.0,i wish i had my ipod  i need some jonas  i miss their sexy voices  jb forever ,Positive
c5279762d3,watching gilmore girls reruns!! don`t know what else to do for the day,neutral,noon,60-70,Myanmar (formerly Burma),54409800.0,653290.0,83.0,watching gilmore girls reruns dont know what else to do for the day,Neutral
97eeb0161d,"wow, its hot and miserable. people are probably killing themselves right about now...",negative,night,70-100,Namibia,2540905.0,823000.0,3.0,wow its hot and miserable people are probably killing themselves right about now,Negative
f0f6fda1f6, thanks mama ! i absolutely adore her,positive,morning,0-20,Nauru,10824.0,20.0,541.0, thanks mama  i absolutely adore her,Positive
e8ce4f8bdc," ohh snapp, have fun",neutral,noon,21-30,Nepal,29136808.0,143350.0,203.0, ohh snapp have fun,Positive
c881dc16e9,sitting waiting for an exam to start,neutral,night,31-45,Netherlands,17134872.0,33720.0,508.0,sitting waiting for an exam to start,Neutral
89d0aed1ff, i don`t think i`ve ever tried peanut butter on toast,neutral,morning,46-60,New Zealand,4822233.0,263310.0,18.0, i dont think ive ever tried peanut butter on toast,Neutral
2ef49da640," i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.",positive,noon,60-70,Nicaragua,6624554.0,120340.0,55.0, i would but hes premiering avatar footage and cant do it then also we better hang out,Positive
